Music;Artist;Text;Url;Search Status
LetItBe;TheBeatles;When I find myself in times of trouble Mother Mary comes to me Speaking words of wisdom, let it be  And in my hour of darkness She is standing right in front of me Speaking words of wisdom, let it be  Let it be, let it be Let it be, let it be Whisper words of wisdom, let it be  And when the broken hearted people Living in the world agree There will be an answer, let it be  For though they may be parted There is still a chance that they will see There will be an answer, let it be  Let it be, let it be Let it be, let it be There will be an answer, let it be  Let it be, let it be Let it be, let it be Whisper words of wisdom, let it be  Let it be, let it be Let it be, yeah let it be There will be an answer, let it be  Let it be, let it be Let it be, yeah let it be There will be an answer, let it be  And when the night is cloudy There is still a light that shines on me Shine on until tomorrow, let it be  I wake up to the sound of music, Mother Mary comes to me Speaking words of wisdom, let it be  Let it be, let it be, Let it be, let it be, There will be an answer, let it be  Let it be, let it be Let it be, yeah let it be Whisper words of wisdom, let it be;https://api.vagalume.com.br/search.php?art= The Beatles &mus=Let-It-Be&apikey=dc668952146a4a25b6d06586e7b69708;aprox
IJustWantToBeYourEverything;AndyGibb;(written by Barry Gibb) For so long  You and me been finding each other for so long And the feeling that I feel for you is more than strong, girl Take it from me If you give a little more than you're asking for your love will turn the key  Darling mine  I would wait forever for those lips of wine Build my world around you, darling This love will shine girl Watch it and see If you give a little more than you're asking for your love will turn the key  I, I just want to be your ev'rything Open up the heaven in your heart and let me be the things you are to me and not some puppet on a string Oh, if I stay here without you, darling, I will die I want you laying in the love I have to bring I'd do anything to be your ev'rything  Darling for so long  You and me been finding each other for so long And the feeling that I feel for you is more than strong girl Take it from me If you give a little more than you're asking for  your love will turn the key  I, I just want to be your ev'rything Open up the heaven in your heart and let me be the things you are to me and not some puppet on a string Oh, if I stay here without you, darling, I will die I want you laying in the love I have to bring I'd do anything to be your ev'rything  I, I just want to be your ev'rything Open up the heaven in your heart and let me be the things you are to me and not some puppet on a string Oh, if I stay here without you, darling, I will die I want you laying in the love I have to bring I'd do anything to be your ev'rything  (fade out)   ;https://api.vagalume.com.br/search.php?art= Andy Gibb &mus=I-Just-Want-To-Be-Your-Everything&apikey=dc668952146a4a25b6d06586e7b69708;aprox
BR3;ToniTornadoeTrioTernura;undefined;https://api.vagalume.com.br/search.php?art= Toni Tornado e Trio Ternura &mus=BR-3&apikey=dc668952146a4a25b6d06586e7b69708;notfound
HowCanYouMendABrokenHeart;AlGreen;I can think of younger days  When living for my life  Was everything a man could want to do  I could never see tomorrow,  Has never told about the sorrow   And how can you mend a broken heart?  How can you stop the rain falling down?  How can you stop the sun from shining?  What makes the world go round?  How can you mend this broken man?  How can a loser ever win?  Help me mend my broken heart  And let me live again  La, la, la, la, la, la   I can still feel the breeze That rustles through the trees  And misty memories of days gone by  But we could never see tomorrow No one has told a word about the sorrow, so   How can you mend a broken heart?  How can you stop the rain falling down?  How can you stop the sun from shining?  What makes the world go round? Lah, lah, lah,lah,lah, lah Tell me how can you mend this broken man?  How can a loser ever win?  Help me mend my broken heart  And let me live again;https://api.vagalume.com.br/search.php?art= Al Green &mus=How-Can-You-Mend-A-Broken-Heart&apikey=dc668952146a4a25b6d06586e7b69708;aprox
YourSong;BillyPaul;It's a little bit funny Lord, this feeling inside I'm not one of those who can easily hide I don't have much money but, boy, if I did I'd buy a big mansion where we both could live  If, if, if I was a sculpture Lord, honey, but then again, no (then again no, no) Or a man who makes potions in a travelin' show I know it's not much, I know it's not much, but it's the best I can do You gave me a gift Lord, and I'm goin' sing it for you And you can tell everybody that this is your song (this is your song) It may be a quite simple, but that's how it's done I hope you don't mind, I hope you don't mind What I wrote down in words, words How wonderful life is when you're in the world, world, world  If, if, (if), if I was on a rooftop I'd kick off my shoes (kick off my shoes, kick my shoes off) I'll write a few verses and then I get the blues But the sun's been quite, quite kind while I wrote this song It's for people like you and people like me I wanna, I wanna keep turnin' on  So excuse me for forgetting, but these things I do Lord (these things I do Lord) You see, you see I've forgotten if they're green or blue Anyway the thing is, anyway the thing is, what I really mean Yours are the sweetest eyes, you've got the sweetest eyes The clearest eyes I've ever seen, I hope you got back  I hope you, I hope you go back and tell everybody That this is your song (this is your song) It may be quite, quite simple, but now that's how it's done I hope you don't mind, I hope you don't mind But I wrote down in words Lord, words I'm doin' it for how wonderful it is when you're in the world, world, world  If, if, (if), if I sat upon a rooftop I'd kick off my shoes, oh yeah (kick off my shoes, kick my shoes off) I'll write a few verses and then I get the blues But the sun's been quite, quite kind while I wrote this song It's for people like you, people like me I wanna, wanna keep turnin' on, so excuse me, so excuse me  So excuse me for forgetting, but these things I do (these things I do Lord) You see, you see I've forgotten if they're green or blue, baby And anyway the thing is, anyway the thing is, what I really mean You are the sweetest eyes, the sweetest eyes The sweetest eyes I've ever seen  I want you to go back, go back and and tell everybody That Billy Paul's got a song (Billy Paul's got a song) I'm, I'm gonna sit upon a, a rooftop and kick my shoes off I'm gonna write it (write it), write it (write it), write it (write it) I might come out with the Gospel (Gospel), the blues (blues), The jazz (jazz), the rock and roll  I'm gonna, got to, got to write me a simple song for everybody Because this is my song (this is my song) It may be quite, quite simple but that's the way it's done I hope you don't mind, I hope you don't mind What I wrote down in words, words You come on back, you try to try again, try again  Tell everybody that Billy Paul's got a song (Billy Paul's got a song) It may be quite, quite simple but that's how it's done, baby I hope you don't mind, I hope you don't mind what I wrote down in words Hold it, hold it, hold it, hold it ooooh Get back, get, got, oh no;https://api.vagalume.com.br/search.php?art= Billy Paul &mus=Your-Song&apikey=dc668952146a4a25b6d06586e7b69708;aprox
Youmakemefeelbrandnew;TheStylistics;My love I'll never find the words my love  to tell you how I feel my love  mere words could not explain  precious love you held my life within your hands  created everything I am taught me how to live again  Only you cared when I needed a friend (oh)  believed in me through thick and thin  this song is for you filled with gratitude and love  [chorus] God bless you  you make me feel brand new  for God blessed me with you  you make me feel brand new  I sing this song for you  make me feel brand new  [verse two]  my love whenever I was insecure  you built me up and made me sure  you gave my pride back to me  precious friend, with you I will always have a friend  or someone who I can depend to walk the path that sometimes bends  without you life has no meaning or rhyme like notes to a song out of time  how can I repay you for having faith in me.;https://api.vagalume.com.br/search.php?art= The Stylistics &mus=You-make-me-feel-brand-new&apikey=dc668952146a4a25b6d06586e7b69708;aprox
MeninadeCabelosLongos;Agepê;E! E! Ei! Menina de cabelos longos Quero te levar pra longe E no primeiro bonde a gente pode partir..ei menina  Quem sabe indo pro Recife ou então Sergipe A gente compra um jipe lá Ou direto pra Bahia Que eu tenho uma tia lá  Prá só comer, beber, dormir e não pagar Pra comer, beber, dormir Prá comer, beber, dormir  Prá comer, beber, dormir e não pagar  Ei! Ei! Ei! Menina de cabelos longos Quero te levar pra longe E no primeiro bonde a gente pode partir  Eu sei que no Nordeste tem cabra da peste No Norte tem faca de corte e calor Mas vou levar cheio de bala Um trezoitão na mala e um ventilador  Ei! Menina Que vida boa a gente vai levar Melhor que a vida de rainha e rei Melhor que tudo que se imaginar   Prá só comer, beber, dormir e não pagar Pra comer, beber, dormir Prá comer, beber, dormir  Prá comer, beber, dormir e não pagar  Ei! Ei! Ei! Menina de cabelos longos Quero te levar pra longe E no primeiro bonde a gente pode partir..ei menina;https://api.vagalume.com.br/search.php?art= Agepe &mus=Menina-de-Cabelos-Longos&apikey=dc668952146a4a25b6d06586e7b69708;exact
Debaixodoscaracóis;RobertoCarlos;Um dia a areia branca seus pés irão tocar E vai molhar seus cabelos a água azul do mar Janelas e portas vão se abrir pra ver você chegar E ao se sentir em casa, sorrindo vai chorar   Debaixo dos caracóis dos seus cabelos Uma história pra contar de um mundo tão distante Debaixo dos caracóis dos seus cabelos Um soluço e a vontade de ficar mais um instante   As luzes e o colorido Que você vê agora Nas ruas por onde anda,  na casa onde mora Você olha tudo e nada Lhe faz ficar contente Você só deseja agora Voltar pra sua gente   Debaixo dos caracóis dos seus cabelos Uma história pra contar de um mundo tão distante Debaixo dos caracóis dos seus cabelos Um soluço e a vontade de ficar mais um instante  Você anda pela tarde E o seu olhar tristonho Deixa sangrar no peito Uma saudade, um sonho Um dia vou ver você Chegando num sorriso Pisando a areia branca Que é seu paraíso.  Debaixo dos caracóis dos seus cabelos Uma história pra contar de um mundo tão distante Debaixo dos caracóis dos seus cabelos Um soluço e a vontade de ficar mais um instante  Debaixo dos caracóis dos seus cabelos Uma história pra contar de um mundo tão distante Debaixo dos caracóis dos seus cabelos Um soluço e a vontade de ficar mais um instante   Debaixo dos caracóis dos seus cabelos Uma história pra contar de um mundo tão distante Debaixo dos caracóis dos seus cabelos Um soluço e a vontade de ficar mais um instante;https://api.vagalume.com.br/search.php?art= Roberto Carlos &mus=Debaixo-dos-caracois&apikey=dc668952146a4a25b6d06586e7b69708;aprox
MalucoBeleza;RaulSeixas;Enquanto você Se esforça pra ser Um sujeito normal E fazer tudo igual Eu do meu lado Aprendendo a ser louco Um maluco total Na loucura real  Controlando A minha maluquez Misturada Com minha lucidez Vou ficar Ficar com certeza Maluco beleza Eu vou ficar Ficar com certeza Maluco beleza  E esse caminho Que eu mesmo escolhi É tão fácil seguir Por não ter onde ir Controlando A minha maluquez Misturada Com minha lucidez Eeeeeeeeuu! Controlando A minha maluquez Misturada Com minha lucidez  Vou ficar Ficar com certeza Maluco beleza Eu vou ficar Ficar com certeza Maluco beleza Eu vou ficar Ficar com toda certeza Maluco, maluco beleza;https://api.vagalume.com.br/search.php?art= Raul Seixas &mus=Maluco-Beleza&apikey=dc668952146a4a25b6d06586e7b69708;aprox
LoveUnlimitedOrchestra;Love’sTheme;undefined;https://api.vagalume.com.br/search.php?art= Love’s Theme &mus=Love-Unlimited-Orchestra&apikey=dc668952146a4a25b6d06586e7b69708;requestError
Êbaiana;ClaraNunes;Ê baiana Ê ê ê baiana, baianinha Ê baiana Ê ê ê baiana  Baiana boa Gosta do samba Gosta da roda E diz que é bamba Baiana boa Gosta do samba Gosta da roda E diz que é bamba  Olha Toca a viola Que ela quer sambar Ela gosta do samba Ela quer rebolar Toca a viola Que ela quer sambar Ela gosta do samba Ela quer rebolar  Ê baiana  Ê baiana Ê ê ê baiana, baianinha Ê baiana Ê ê ê baiana;https://api.vagalume.com.br/search.php?art= Clara Nunes &mus=E-baiana&apikey=dc668952146a4a25b6d06586e7b69708;aprox
RingMyBell;AnitaWard;I'm glad you're home Well, did you really miss me? I guess you did by the look in your eye (look in your eye, lookin your eye) Well lay back and relax while I put away the dishes Then you and me can rock a bell  You can ring my be-e-ell, ring my bell You can ring my be-e-ell, ring my bell You can ring my be-e-ell, ring my bell You can ring my be-e-ell, ring my bell  The night is young and full of possibilities Well come on and let yourself be free My love for you, so long I've been savin' Tonight was made for me and you  You can ring my be-e-ell, ring my bell (ring my bell,ding-dong-ding) You can ring my be-e-ell, ring my bell (ring my bell,ring-a-ling-a-ling) You can ring my be-e-ell, ring my bell (ring my bell,ding-dong-ding) You can ring my be-e-ell, ring my bell (ring my bell,ring-a-ling-a-ling)  (you can ring my bell, you can ring my bell ding, dong, ding, ah-ah, ring it! you can ring my bell, anytime, anywhere ring it, ring it, ring it, ring it, oww! you can ring my bell, you can ring my bell ding, dong, ding, ah-ah, ring it! you can ring my bell, anytime, anywhere ring it, ring it, ring it, ring it, oww!)  You can ring my be-e-ell, ring my bell (ring my bell,ding-dong-ding) You can ring my be-e-ell, ring my bell (ring my bell,ring-a-ling-a-ling) You can ring my be-e-ell, ring my bell (ring my bell,ding-dong-ding) You can ring my be-e-ell, ring my bell (ring my bell,ring-a-ling-a-ling);https://api.vagalume.com.br/search.php?art= Anita Ward &mus=Ring-My-Bell&apikey=dc668952146a4a25b6d06586e7b69708;aprox
ABC;TheJackson5;Michael: a buh-buh buh buh-buh J5: a buh-buh buh buh-buh Michael: you went to school to learn, girl Things you never, never knew before Jermaine: like I before e except after c Michael: and why 2 plus 2 makes four Now now now, I'm gonna teach you J5: teach you, teach you Michael: all about love, dear J5: all about love Jermaine: sit yourself down, take a seat All you gotta do is repeat after me  Chorus J5: abc Michael: easy as J5: 123 Michael: or simple as J5: do re mi Michael: abc, 123, baby, you and me girl J5: abc Michael: easy as J5: 123 Michael: as simple as J5: do re mi Michael: abc, 123, baby, you and me girl  J5: abc Michael: easy as J5: 123 Michael: or simple as J5: do re mi Michael: abc, 123, baby, you and me girl J5: abc Michael: easy as J5: 123 Michael: as simple as J5: do re mi Michael: abc, 123, baby, you and me  Tito: come on, let me love you just a little bit Jackie: come on, let me love you just a little bit Jermaine: I'm a going to teach how to sing it out Michael: come on, come one, come on Let me show you what it's all about! Reading, writing and arithmetic Are the branches of the learning tree Jermaine: but without the roots of love every day, girl Michael: your education ain't complete T-t-t-teacher's gonna show you J5: show you, show you Michael: how to get an a J5 how to get an a Jermaine: spell "me" "you" Jermaine: listen to me baby, that's all you gotta do  chorus J5: abc Michael: easy as J5: 123 Michael: or simple as J5: do re mi Michael: abc, 123, baby, you and me girl  J5: abc Michael: easy as J5: 123 Michael: as simple as J5: do re mi Michael: abc, 123, baby, you and me  Bridge Abc is easy like counting up 3 That's how easy love can be That's how easy love can be Sing a simple melody 123, You and me Michael: sit down, girl! I think I love you! No! Get up, girl! Show me what you can do! Shake it, shake it, baby, come on now! Shake it, shake it, baby, oo ooh! Shake it shake it, baby, huh!  Abc, baby, nah nah! 123 Do re mi, baby, huh! That's how easy love can be 123, Baby Abc, baby Do re mi, baby That's how easy love can be It's easy, it's easy like counting up to 3 Sing a simple melody That's how easy love can be Jermaine: I'm a gonna teach you how to sing it loud Michael: come on, come on, come on Lemme show you what it's all about Abc, it's easy, it's like counting up to 3 Sing a simple melody That's how easy love can be Jermaine: I'm a gonna teach you how to sing it loud Sing it loud, sing it, go, sing it, go sing it Michael: abc, it's easy as 123;https://api.vagalume.com.br/search.php?art= The Jackson 5 &mus=ABC&apikey=dc668952146a4a25b6d06586e7b69708;exact
MaggieMay;RodStewart;Wake up Maggie I think I got something to say to you It's late September and I really should be back at school I know I keep you amused but I feel I'm being used Oh Maggie I couldn't have tried any more You led me away from home just to save you from being alone You stole my heart and that's what really hurts  The morning sun when it's in your face really shows your age But that don't worry me none in my eyes you're everything I laughed at all of your jokes my love you didn't need to coax Oh, Maggie I couldn't have tried any more You led me away from home, just to save you from being alone You stole my soul and that's a pain I can do without  All I needed was a friend to lend a guiding hand But you turned into a lover and mother what a lover You wore me out All you did was wreck my bed And in the morning kick me in the head Oh Maggie I couldn't have tried anymore You led me away from home 'cause you didn't want to be alone You stole my heart I couldn't leave you if I tried  I suppose I could collect my books and get on back to school Or steal my daddy's cue and make a living out of playing pool Or find myself a rock and roll band that needs a helpin' hand Oh Maggie I wish I'd never seen your face You made a first-class fool out of me But I'm as blind as a fool can be You stole my heart but I love you anyway  (guitar bit again)  Maggie I wish I'd never seen your face I'll get on back home one of these days;https://api.vagalume.com.br/search.php?art= Rod Stewart &mus=Maggie-May&apikey=dc668952146a4a25b6d06586e7b69708;aprox
PavãoMysteriozo;Ednardo;undefined;https://api.vagalume.com.br/search.php?art= Ednardo &mus=Pavao-Mysteriozo&apikey=dc668952146a4a25b6d06586e7b69708;song_notfound
Sobradinho;Sá,RodrixeGuarabyra;Intro: E C#m E C#m      O homem chega e já desfaz a natureza                                           Tira a gente põe represa, diz que tudo vai mudar             O São Francisco lá pra cima da Bahia                                         Diz que dia menos dia vai subir bem devagar                                      E passo a passo vai cumprindo a profecia                                       Do beato que dizia que o sertão ia alagar                   O sertão vai virar mar   Dá no coração  O medo que algum dia        O mar também vire sertão            Vai virar mar  Dá no coração    O medo que algum dia            O mar também vire sertão           Adeus Remanso, Casa Nova, Sento-sé               Adeus Pilão Arcado vem o rio te engolir            Debaixo d'água lá se vai a vida inteira                 Por cima da cachoeira o Gaiola vai sumir             Vai ter barragem no salto do Sobradinho                   E o povo vai se embora com medo de se afogar       O sertão vai virar mar  Dá no coração    O medo que algum dia          O mar também vire sertão     Vai virar mar  Dá no coração     O medo que algum dia  O mar também vire sertão;https://api.vagalume.com.br/search.php?art= Sa, Rodrix e Guarabyra &mus=Sobradinho&apikey=dc668952146a4a25b6d06586e7b69708;exact
SummerHoliday;TerryWinter;On a summer day (On a summer day) I met you  Summer Holliday (Summer Holliday) One of few   All my life I wondered all lonely  You were so dumb just like me  For when we met it was only  Meant to be just for me (Just for me, Uh, Uh, Uh, Uh  You were just meant for me)  By the river side (By the river side) By a shady tree You just laughed and cried (You just laughed and cried) Loving me  Now through life I'll never be lonely Life has been so good to me For when we met it was only  Meant to be just for me (Just for me, Uh, Uh, Uh, Uh  You were just meant for me)   On a summer day  (On a summer day) I met you  Summer Holliday (Summer Holliday) One of few   All my life I wonder all lonely You were so dumb just like me  For when we met it was only  Meant to be just for me (Just for me, Uh, Uh, Uh, Uh  You were just meant for me);https://api.vagalume.com.br/search.php?art= Terry Winter &mus=Summer-Holiday&apikey=dc668952146a4a25b6d06586e7b69708;aprox
Onedayinyourlife;MichaelJackson;One day in your life You'll remember a place Someone touching your face You'll come back and you'll look around, you'll ... One day in your life You'll remember the love you found here You'll remember me somehow Though you don't need me now I will stay in your heart And when things fall apart You'll remember one day ... One day in your life When you find that you're always waiting For a love we used to share Just call my name, and I'll be there You'll remember me somehow Though you don't need me now I will stay in your heart And when things fall apart You'll remember one day ... One day in your life When you find that you're always lonely For a love we used to share Just call my name, and I'll be there;https://api.vagalume.com.br/search.php?art= Michael Jackson &mus=One-day-in-your-life&apikey=dc668952146a4a25b6d06586e7b69708;aprox
Ourodetolo;RaulSeixas;Eu devia estar contente  Porque eu tenho um emprego  Sou um dito cidadão respeitável  E ganho quatro mil cruzeiros por mês   Eu devia agradecer ao Senhor  Por ter tido sucesso na vida como artista  Eu devia estar feliz  Porque consegui comprar um Corcel 73  Eu devia estar alegre e satisfeito  Por morar em Ipanema  Depois de ter passado fome por dois anos  Aqui na Cidade Maravilhosa   Ah! Eu devia estar sorrindo e orgulhoso  Por ter finalmente vencido na vida  Mas eu acho isso uma grande piada  E um tanto quanto perigosa   Eu devia estar contente Por ter conseguido tudo o que eu quis  Mas confesso abestalhado  Que eu estou decepcionado  Porque foi tão fácil conseguir  E agora eu me pergunto: E daí?  Eu tenho uma porção de coisas grandes  Pra conquistar, e eu não posso ficar aí parado   Eu devia estar feliz pelo Senhor  Ter me concedido o domingo  Pra ir com a família ao Jardim Zoológico  Dar pipoca aos macacos   Ah! Mas que sujeito chato sou eu  Que não acha nada engraçado  Macaco praia, carro, jornal, tobogã  Eu acho tudo isso um saco   É você olhar no espelho  Se sentir um grandessíssimo idiota  Saber que é humano, ridículo, limitado  Que só usa dez por cento de sua  Cabeça animal  E você ainda acredita que é um doutor, padre ou policial  Que está contribuindo com sua parte  Para nosso belo quadro social   Eu que não me sento  No trono de um apartamento  Com a boca escancarada cheia de dentes  Esperando a morte chegar   Porque longe das cercas embandeiradas que separam quintais  No cume calmo do meu olho que vê  Assenta a sombra sonora de um disco voador   Eu que não me sento  No trono de um apartamento  Com a boca escancarada cheia de dentes  Esperando a morte chegar   Porque longe das cercas embandeiradas que separam quintais  No cume calmo do meu olho que vê Assenta a sombra sonora de um disco voador;https://api.vagalume.com.br/search.php?art= Raul Seixas &mus=Ouro-de-tolo&apikey=dc668952146a4a25b6d06586e7b69708;aprox
Casanocampo;ElisRegina;Eu quero uma casa no campo Onde eu possa compor muitos rocks rurais E tenha somente a certeza Dos amigos do peito e nada mais  Eu quero uma casa no campo Onde eu possa ficar no tamanho da paz E tenha somente a certeza Dos limites do corpo e nada mais  Eu quero carneiros e cabras pastando solenes No meu jardim Eu quero o silêncio das línguas cansadas Eu quero a esperança de óculos  E um filho de cuca legal Eu quero plantar e colher com a mão A pimenta e o sal Eu quero uma casa no campo  Do tamanho ideal, pau-a-pique e sapé Onde eu possa plantar meus amigos Meus discos e livros e nada mais! Onde eu possa plantar meus amigos  Meus discos meus livros e nada mais! Onde eu possa plantar meus amigos Meus discos e meus livros e nada mais!;https://api.vagalume.com.br/search.php?art= Elis Regina &mus=Casa-no-campo&apikey=dc668952146a4a25b6d06586e7b69708;aprox
Imagine;JohnLennonandThePlasticOnoBand;undefined;https://api.vagalume.com.br/search.php?art= John Lennon and The Plastic Ono Band &mus=Imagine&apikey=dc668952146a4a25b6d06586e7b69708;notfound
MeAndYou;DaveMaclean;Give me Only your smile 'Cause I don't have no time To wait  Give me Only your love The time must pass and I Need your love  All life I dreamed for someone like you And in my dreams you came to me I'll never go away from you If you look at yourself  You'll find me and you Just look at yourself And you'll find me and you Me and you;https://api.vagalume.com.br/search.php?art= Dave Maclean &mus=Me-And-You&apikey=dc668952146a4a25b6d06586e7b69708;aprox
WithoutYou;HarryNilsson;No I can't forget this evening Or your face as you were leaving But I guess that's just the way The story goes You always smile but in your eyes Your sorrow shows Yes it shows No I can't forget tomorrow When I think of all my sorrow When I had you there But then I let you go And now it's only fair That I should let you know What you should know  I can't live If living is without you I can't live I can't give anymore I can't live If living is without you I can't give I can't give anymore  Well I can't forget this evening Or your face as you were leaving But I guess that's just the way The story goes You always smile but in your eyes Your sorrow shows Yes it shows  I can't live...I Can't Live...;https://api.vagalume.com.br/search.php?art= Harry Nilsson &mus=Without-You&apikey=dc668952146a4a25b6d06586e7b69708;aprox
